,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,5.0,0.0,0.28,0.28,8.0,1
1,1,1,4.0,0.284,0.48,0.1959999999999999,6.0,1
2,2,1,10.0,0.484,0.492,0.008,10.0,1
3,4,1,2.0,0.5,2.2880000000000003,1.7880000000000005,7.0,1
4,17,2,5.0,0.0,0.232,0.232,7.0,1
5,18,2,10.0,0.236,0.24,0.0039999999999999,10.0,1
6,19,2,8.0,0.244,0.488,0.244,8.0,1
7,21,2,7.0,0.496,0.728,0.2319999999999999,4.0,1
8,38,3,5.0,0.0,0.176,0.176,8.0,1
9,40,3,4.0,0.184,0.188,0.004,6.0,1
10,41,3,10.0,0.192,0.216,0.0239999999999999,10.0,1
11,42,3,1.0,0.22,0.46,0.24,5.0,1
12,43,3,2.0,0.464,0.648,0.184,9.0,1
13,45,3,5.0,0.656,0.856,0.1999999999999999,8.0,1
14,46,3,10.0,0.86,0.864,0.004,10.0,1
15,47,3,8.0,0.868,1.036,0.168,7.0,1
16,49,3,5.0,1.044,1.052,0.008,8.0,1
17,51,3,2.0,1.06,1.564,0.504,9.0,1
18,66,4,5.0,0.0,0.168,0.168,8.0,1
19,67,4,10.0,0.172,0.196,0.0239999999999999,10.0,1
20,68,4,6.0,0.2,0.288,0.088,3.0,1
21,69,4,10.0,0.292,0.296,0.004,10.0,1
22,70,4,3.0,0.3,0.468,0.168,2.0,1
23,72,4,2.0,0.476,0.98,0.504,9.0,1
24,98,5,5.0,0.0,0.176,0.176,9.0,1
25,99,5,10.0,0.18,0.288,0.108,10.0,1
26,100,5,9.0,0.292,0.544,0.252,2.0,1
27,119,6,6.0,0.0,0.2,0.2,1.0,1
28,120,6,10.0,0.204,0.256,0.0519999999999999,10.0,1
29,121,6,9.0,0.26,0.492,0.2319999999999999,2.0,1
30,132,7,6.0,0.0,0.188,0.188,1.0,1
31,133,7,10.0,0.192,0.196,0.004,10.0,1
