,Unnamed: 0,Trial,AoI,Onset,Offset,Duration,Feature,Block
0,0,1,5.0,0.0,0.204,0.204,8.0,1
1,2,1,10.0,0.212,0.216,0.004,10.0,1
2,3,1,1.0,0.22,0.404,0.184,3.0,1
3,4,1,10.0,0.408,0.452,0.0439999999999999,10.0,1
4,5,1,2.0,0.456,0.62,0.1639999999999999,7.0,1
5,6,1,3.0,0.624,0.88,0.256,4.0,1
6,8,1,2.0,0.888,1.06,0.172,7.0,1
7,9,1,3.0,1.064,1.072,0.008,4.0,1
8,10,1,10.0,1.076,1.084,0.008,10.0,1
9,11,1,10.0,1.244,1.264,0.02,10.0,1
10,12,1,2.0,1.268,1.332,0.064,7.0,1
11,14,1,2.0,1.34,1.396,0.056,7.0,1
12,34,2,4.0,0.0,0.28,0.28,3.0,1
13,36,2,5.0,0.288,0.42,0.1319999999999999,7.0,1
14,38,2,2.0,0.428,0.628,0.2,9.0,1
15,40,2,3.0,0.636,0.94,0.304,4.0,1
16,41,2,2.0,0.944,1.368,0.424,9.0,1
17,60,3,4.0,0.0,0.248,0.248,2.0,1
18,61,3,5.0,0.252,0.312,0.06,7.0,1
19,62,3,10.0,0.316,0.32,0.004,10.0,1
20,63,3,8.0,0.324,0.512,0.188,9.0,1
21,65,3,9.0,0.52,0.748,0.2279999999999999,6.0,1
22,66,3,8.0,0.752,1.08,0.328,9.0,1
23,67,3,10.0,1.084,1.088,0.004,10.0,1
24,68,3,5.0,1.092,1.84,0.748,7.0,1
25,71,4,5.0,0.0,0.244,0.244,8.0,1
26,72,4,10.0,0.248,0.252,0.004,10.0,1
27,73,4,2.0,0.256,0.636,0.38,9.0,1
28,85,5,5.0,0.0,0.22,0.22,9.0,1
29,86,5,10.0,0.224,0.228,0.004,10.0,1
30,87,5,8.0,0.232,0.852,0.62,7.0,1
31,99,6,5.0,0.0,0.348,0.348,8.0,1
32,100,6,6.0,0.352,0.74,0.388,5.0,1
33,117,7,5.0,0.0,0.06,0.06,8.0,1
34,118,7,10.0,0.064,0.336,0.272,10.0,1
35,119,7,1.0,0.34,0.424,0.0839999999999999,1.0,1
36,120,7,10.0,0.428,0.54,0.112,10.0,1
37,121,7,2.0,0.544,0.752,0.2079999999999999,9.0,1
38,123,7,3.0,0.76,1.076,0.316,5.0,1
39,149,8,8.0,0.0,0.304,0.304,7.0,1
40,151,8,5.0,0.312,0.316,0.004,8.0,1
41,152,8,6.0,0.32,0.508,0.188,5.0,1
42,153,8,10.0,0.512,0.516,0.004,10.0,1
43,154,8,3.0,0.52,0.664,0.144,4.0,1
44,157,8,10.0,0.676,0.684,0.008,10.0,1
45,158,8,5.0,0.6880000000000001,1.112,0.424,8.0,1
46,159,8,10.0,1.116,1.12,0.004,10.0,1
47,160,8,2.0,1.124,1.152,0.028,9.0,1
48,161,8,10.0,1.156,1.16,0.004,10.0,1
49,162,8,2.0,1.164,1.384,0.2200000000000002,9.0,1
50,164,8,3.0,1.392,1.6,0.2079999999999999,4.0,1
51,165,8,2.0,1.604,1.612,0.008,9.0,1
52,166,8,1.0,1.616,1.82,0.2039999999999999,1.0,1
53,179,9,5.0,0.0,0.356,0.356,9.0,1
54,180,9,4.0,0.36,0.472,0.112,3.0,1
55,181,9,10.0,0.476,0.5,0.0239999999999999,10.0,1
56,182,9,5.0,0.504,0.764,0.26,9.0,1
57,196,10,5.0,0.0,2.468,2.468,9.0,1
58,208,11,5.0,0.0,0.256,0.256,8.0,1
59,210,11,8.0,0.264,0.724,0.4599999999999999,9.0,1
60,211,11,9.0,0.728,1.204,0.476,6.0,1
61,233,12,5.0,0.0,4.008,4.008,9.0,1
62,234,13,5.0,0.0,0.656,0.656,9.0,1
63,257,14,5.0,0.0,0.248,0.248,7.0,1
64,260,14,10.0,0.26,0.264,0.004,10.0,1
65,261,14,1.0,0.268,0.324,0.0559999999999999,3.0,1
